textDisplay,translate,cleanText
Lebih bagus sbtulnya klo dri cwapresnya org ahli ekonomi yg bs menghendle kebijakn presiden mengenai msalah ekonomi negara,It's better if the vice presidential economists who can hold the president's policies regarding the state of the country's economy,better vice presidential economists hold presidents policies regarding state countrys economy
Gara2 lobi2 politik itu loh yg bikin Indonesia kacau,Because of the political lobbies that make Indonesia chaotic,political lobbies make indonesia chaotic
"program pak Ganjar lah yang sudah banyak terpenuhi dijawa tengah contoh =1. program mandiri energi didesa saya sudah ada Pamsimas <br>2. beli tanah dapat rumah.<br>3. smkn jateng semua gratis tinggal juga di asrama<br>4. bangun transportasi massal bus trans Jateng di 6 wilayah jateng.<br>5. menaikkan gaji guru honorer setara dengan umk<br>6. revitalisasi 79 pasar<br>7. pembangunan 1,135 embung desa,bukan sumur resapan ya<br>8.pembangunan 10.942 km jalan provinsi<br>9.listrik dikarimun jawa<br>10. juara umum anti korupsi kpk 2019-2029<br>11.pembangunan fly over ganefo yang dulunya macet parah<br>dan masih banyak lagi","Pak Ganjar's program is the one who has been fulfilled in Central Java Example = 1. The Mandiri Energy Program in my village is Pamsimas <br> 2. Buy land can get a house. <br> 3. Central Java Vocational School all free stay at the Dormitory <br> 4. Build Trans Transportation Transport Bus in Central Java in 6 Central Java regions. <br> 5. Increasing the salary of honorary teachers equivalent to UMK <br> 6. Revitalization of 79 Market <br> 7. construction of 1,135 village reservoirs, not infiltration wells yes <br> 8. Development of 10,942 km of provincial roads <br> 9. Electric Dikarimun Java <br> 10. General Champion for KPK Anti-Corruption 2019-2029 <br> 11. The development of the Fly Over Ganefo which was once a severe traffic jam <br>",pak ganjars program one fulfilled central java example mandiri energy program village pamsimas buy land get house central java vocational school free stay dormitory build trans transportation transport bus central java central java regions increasing salary honorary teachers equivalent umk revitalization market construction village reservoirs infiltration wells yes development km provincial roads electric dikarimun java general champion kpk anticorruption development fly ganefo severe traffic jam
"Tujuan pak Ganjar tentang gaji guru sangat mulia, tapi kalo dinaiki sampe sebesar itu berpotensi menyebabkan inflasi.","The purpose of Mr. Ganjar regarding teacher salaries is very noble, but if climbed up to that size has the potential to cause inflation.",purpose mr ganjar regarding teacher salaries noble climbed size potential cause inflation
"Indonesia bangkrut, gaji guru UMR per setiap daerah aja lebih logis sih kok malah 30jt perbulan bener2 halu , ngalahin anggaran sektor pendidikan lainnya duhhh bener2 bullshit","Indonesia is bankrupt, the salary of UMR teachers per every region is more logical, but even 30 million per month is really Halu, defeating other education sector budget duhhh really bullshit",indonesia bankrupt salary umr teachers per every region logical even million per month really halu defeating education sector budget duhhh really bullshit
@@askarsimanggula1459 udah hafal sih gaya2 kampanye capres selalu dibikin bombastis supaya jadi topik pembicaraan di masyarakat tapi ntar kalo udah naik jadi presiden baru sadar kalo janjinya sulit direalisasikan.,@@ Askarsimanggula1459 Already memorized the style of the presidential campaign always made bombastic so that it becomes a topic of discussion in the community but later if it has risen so the new president is aware that the promise is difficult to realize.,askarsimanggula already memorized style presidential campaign always made bombastic becomes topic discussion community later risen new president aware promise difficult realize
@@askarsimanggula1459 ya mikir nya jangan gitu pastilah ada minimal pengalaman jadi guru contohnya udah jadi guru lebih dari 15 taun baru bisa dapet gaji segitu,"@@ Askarsimanggula1459 Yes, think, don't be like that, of course there is a minimum experience of being a teacher, for example, you have become a teacher more than 15 years, you can get that much salary",askarsimanggula yes think dont like course minimum experience teacher example become teacher years get much salary
apatis gw,apathetic,apathetic
Kasih bbm gratis atau murah itu udh kampanye model lama... Paling bentar doank murahnya untuk merealisasi kan janji . Trus dinaikan... Saya pilih presiden bukan karena janji lagi.. tapi lebih melihat kepribadian.... Tegas tapi gk otoriter... Cerdas tapi gk ngibul...,Love for free or cheap fuel is already an old model campaign ... the most cheap for a moment to realize the promise. Then raised ... I chose the president not because of any more promises ... but more seeing personality .... firm but not authoritarian ... smart but not ngibul ...,love free cheap fuel already old model campaign cheap moment realize promise raised chose president promises seeing personality firm authoritarian smart ngibul
Setahu saya baik anis atau Muhaimin tidak pernah janji akan menggratiskan bbm. Yg ngomong itu si itu dri pkb timses,"As far as I know, both Anis or Muhaimin never promised to eliminate BBM. The one who said was that from the PKB Timses",far know anis muhaimin never promised eliminate bbm one said pkb timses
"Yes betul 😢<br><br>Cak imin dan PKB cs blunder 🤦🏼‍♂️, pak Anies udah kampanye secara Mateng dan perhitungan eh wakilnya blunder","Yes right 😢 <br> <br> Cak Imin and PKB Cs Blunder 🤦🏼‍♂️, Mr. Anies has campaigns in a mateng manner and the calculation of the representatives of the blunder",yes right cak imin pkb cs blunder mr anies campaigns mateng manner calculation representatives blunder
Cak imin yang ngomong😂,Cak Imin said,cak imin said
@@hasansidiq3485 imun ngomongnya subsidi bbm semurah2nya,@@ HASANSIDIQ3485 IMUN TALKING THE SUBSIDIFE OF FUEL,hasansidiq imun talking subsidife fuel
"@@user-vr2ow6ct7r bbm yang sekarang aja ada nilai subsidi dan negara rugi terus terus an akan itu, kalo imin jabat mah g mungkin bisa diturunin harga nya kecuali kalo ngutang lebih parah dari sekarang","@@ User-VR2OW6CT7R BBM that now has a subsidy value and the state loss continues to be that, if Imin is a jabat, it might be reduced by the price except if you owe it worse than now",uservrowctr bbm subsidy value state loss continues imin jabat might reduced price except owe worse
"@@hasansidiq3485 entahlah bang, yg jelas ane masih percaya anis yg terbaik dripda 2 calon lain.","@@ HasanSidiq3485 I don't know, who clearly I still believe in the best Dripda 2 other candidates.",hasansidiq dont know clearly still believe best dripda candidates
Itu yang bbm gratis gak pernah sampai terucap di mulut cak imin dan pak anies. Kok bisa di kutip ya? Visi misi yang resmi didaftarkan pasangan AMIN di KPU juga gak ada.,That's the free BBM that never came to the mouth of Cak Imin and Pak Anies. How come it can be quoted huh? The vision and mission that was officially registered by the Amin couple in the KPU also did not exist.,thats free bbm never came mouth cak imin pak anies come quoted huh vision mission officially registered amin couple kpu also exist
Lah kan ada videonya pas dia kampanye,There is a video when he has a campaign,video campaign
"@@JustNormalManInTheWorld itu video wasekjen pkb, dan sudah diklarifikasi cak imin kok.","@@ Justnormalmanintheworld is a video of the PKB Wasekjen, and has been clarified by Cak Imin.",justnormalmanintheworld video pkb wasekjen clarified cak imin
"Bbm dan listrik gratis. Gila apa itu kebijakan, asli gak logis. Aslinya janji buta ini. 🥲 Betulan kebijakan ini mau membuat negara Bangkrut.","BBM and electricity are free. Crazy what is a policy, original is not logical. Originally this blind promise. 🥲 Really this policy wants to make a country bankrupt.",bbm electricity free crazy policy original logical originally blind promise really policy wants make country bankrupt
Padahal itu gak pernah terucap dari mulut cak imin,Even though it was never spoken from Cak Imin's mouth,even though never spoken cak imins mouth
30jt perbulan guru itu juga jauh nggak logis yg ada Indonesia bangkrut ntar,30 million per month the teacher is also far illogical,million per month teacher also far illogical
"@@askarsimanggula1459 iya itu juga ngaco, gaji 30jt 🤦‍♂️hahaha","@@ Askarsimanggula1459 Yes it is also awesome, salary 30 million 🤦‍♂️hahaha",askarsimanggula yes also awesome salary million hahaha
"Janji nya kek berlebihan banget emang kalau di gratisin bukanya malah memperburuk kondisi, itu uang dari mana","The promise is really excessive if it is free, instead of getting worse, where is the money from",promise really excessive free instead getting worse money
